Full Name	Short Name
NADH dehydrogenase subunit 6	ND6
NAD dehydrogenase subunit 6	ND6
NADH dehydrogenase subunit-6	ND6
NADH denydrogenase subunit 6	ND6
NADH dehydrogenase 6	ND6
ND6	ND6
NADH dehydrogenase subunits 6	ND6
subunit 6 of the NADH ubiquinone oxidoreductase complex	ND6
NADH deydrogenase subunit 6	ND6
NADH dehydrogenase subnit 6	ND6
NADH6	ND6
NADH dehydrogenase subunit VI	ND6
NADH6 protein	ND6
NADH subunit 6	ND6
truncated NADH dehydrogenase subunit 6	ND6
NADH dehygrogenase subunit 6	ND6
NADH dehydrogenease subunit 6	ND6
NADH-ubiquinone oxidoreductase chain 6	ND6
NADH dehydrogenase, subunit 6	ND6
NADH dsehydrogenase subunit 6	ND6
NADH-ubiquinone oxidoreductase subunit VI	ND6
NADH 6	ND6
NADH dehydrogenase subumit 6	ND6
NADH-ubiquinone oxidoreductase subunit 6	ND6
NADH ubiquinone oxidoreductase subunit 6	ND6
nicotinamide adenine dinucleotide dehydrogenase subunit 6	ND6
NADH dehydrogenase subunit6	ND6
