Full Name	Short Name
ATPase F0 subunit 8	ATP8
ATP synthase F0 subunit 8	ATP8
ATP synthase subunit 8	ATP8
ATPase 8	ATP8
ATP8	ATP8
ATP synthase FO submit 8	ATP8
ATPase8	ATP8
ATP synthase protein 8	ATP8
ATPase subunits 8	ATP8
ATP subunit 8	ATP8
ATPase subunit-8	ATP8
ATP synthase subunit F0 8	ATP8
adenosine triphosphatase subunit 8	ATP8
ATP synthase subunit-8	ATP8
ATP sythase F0 subunit 8	ATP8
ATP synthase FO subunit 8	ATP8
ATPase 8 protein	ATP8
adenosine triphoshatase subunit 8	ATP8
ATP synthase 8	ATP8
ATPase subunit8	ATP8
ATP synthetase F0 Subunit 8	ATP8
adenosine triphosphate subunit 8	ATP8
ATPase8 protein	ATP8
ATP Synthase Membrane Subunit 8	ATP8
TP synthase F0 subunit 8	ATP8
product ATP synthase F0 subunit 8	ATP8
ATP sybthase F0 subunit 8	ATP8
ATP8ase	ATP8
ATP synthetase subunit 8	ATP8
F0/F1 ATP synthase subunit 8	ATP8
ATPsynthase F0 subunit 8	ATP8
F1 ATPase subunit 8	ATP8
ATP sythase subunit 8	ATP8
adenine triphosphatase subunit 8	ATP8
ATP syntahse F0 subunit 8	ATP8
F0-ATP synthase subunit 8	ATP8
F0-ATP synthase subunit8	ATP8
ATPase subunit 8	ATP8
F0-ATPase subunit8	ATP8
