Full Name	Short Name
LhbA	lhbA
LhbA protein	lhbA
LHC of PSII associated factor	lhbA
no product string in file	lhbA
LhbA(protein_id=AFQ99059.1)	lhbA
LbhA	lhbA
LHC of PSII associated factor 1	lhbA
photosystem II LHC complex subunit	lhbA
