Full Name	Short Name
ribosomal protein S12	rps12
30S ribosomal protein S12	rps12
small subunit ribosomal protein S12	rps12
ribosonal protein S12	rps12
ribosomal protein S1	rps12
rps12 protein	rps12
rps12	rps12
rps12 CDS	rps12
ribsomal protein S12	rps12
ribosomal protein S12, 3	rps12
ribosmal protein S12	rps12
ribosomal proteinv S12	rps12
protease	rps12
rp12	rps12
ribosomal protein 12	rps12
30S ribosomal protein S12-B, chloroplastic	rps12
ribosomal protein S12_5end	rps12
Rps12; ribosomal protein S12	rps12
