Full Name	Short Name
photosystem II G protein	psbG
PsbG	psbG
photosystem II protein G	psbG
beta-galactosidase fusion protein	psbG
photosystem G protein	psbG
noproductstringInfile	psbG
photosystem II protein VII	psbG
