Full Name	Short Name
4S ribosomal RNA	rrn4.5S
4.5S ribosomal RNA	rrn4.5S
45S ribosomal RNA	rrn4.5S
Rrn4.5	rrn4.5S
ribosomal 4.5S RNA	rrn4.5S
