Full Name	Short Name
CysT	cysT
permease protein CysT	cysT
sulfate transport protein	cysT
probable sulfate transport system permease protein cysT	cysT
sulfate/thiosulfate import ATP-binding protein CysT	cysT
sulfate transport	cysT
