Full Name	Short Name
ribosomal protein S2	rps2
30S ribosomal protein S2	rps2
Disease resistance protein RPS2	rps2
chloroplast 30S ribosomal protein S2	rps2
small subunit ribosomal protein S21	rps2
ribosomal protein S20	rps2
rps2 protein	rps2
chloropalst 30S ribosomal protein S2	rps2
ribosomal protein S2product: ribosomal protein S2	rps2
rps2	rps2
Rps2; ribosomal protein S2	rps2
ribosomal protine S2	rps2
30s r-protein CS2	rps2
ribosomal protein S subunit 2	rps2
photosystem protein S2	rps2
30S ribosomal protein S2, chloroplastic	rps2
ribosomal protein S	rps2
ribosomal proteinS2	rps2
