Full Name	Short Name
16S ribosomal RNA	rrn16S
small subunit ribosomal RNA	rrn16S
Rrn16	rrn16S
ribosomal 16S RNA	rrn16S
rrn16S	rrn16S
ribosomal RNA	rrn16S
