Full Name	Short Name
hypothetical chloroplast RF15	ycf15
Ycf15 protein	ycf15
conserved hypothetical protein ycf15	ycf15
hypothetical protein RF15	ycf15
Ycf15	ycf15
hypothetical chloroplast RF15, Ycf15 protein	ycf15
putative chloroplast RF15	ycf15
hypothetical protein Ycf15	ycf15
putative protein precursor Ycf15	ycf15
photosystem I assembly protein Ycf15	ycf15
Ycf-15 protein	ycf15
putative uncharacterized protein Ycf15	ycf15
hypothetical chloroplast protein RF15	ycf15
Ycf15-like protein	ycf15
putative uncharacterized protein family Ycf15	ycf15
Ycf15 protein; hypothetical protein	ycf15
putative chloroplast protein precursor Ycf15	ycf15
plant protein of unknown function	ycf15
hypothetical chloroplast RF 15	ycf15
ribosomal Ycf15 protein	ycf15
pothetical protein RF15	ycf15
Putative membrane protein Ycf15	ycf15
hypothetical protein ZemaCp073	ycf15
hypothetical chloroplast RF15 gene	ycf15
